Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
42293,205.6526,205.6523,0.000276,0.07 LSB,PASS
42294,205.6551,205.6562,0.001199,0.31 LSB,PASS
42295,205.6575,205.6562,0.001232,0.32 LSB,PASS
42296,205.6599,205.6602,0.000243,0.06 LSB,PASS
42297,205.6623,205.6641,0.001718,0.44 LSB,PASS
42298,205.6648,205.6641,0.000713,0.18 LSB,PASS
42299,205.6672,205.668,0.000762,0.20 LSB,PASS
42300,205.6696,205.668,0.001669,0.43 LSB,PASS
42301,205.6721,205.6719,0.000194,0.05 LSB,PASS
42302,205.6745,205.6758,0.001281,0.33 LSB,PASS
42303,205.6769,205.6758,0.00115,0.29 LSB,PASS
42304,205.6794,205.6797,0.000325,0.08 LSB,PASS
42305,205.6818,205.6836,0.001801,0.46 LSB,PASS
42306,205.6842,205.6836,0.00063,0.16 LSB,PASS
42307,205.6867,205.6875,0.000845,0.22 LSB,PASS
42308,205.6891,205.6875,0.001586,0.41 LSB,PASS
42309,205.6915,205.6914,0.00011,0.03 LSB,PASS
42310,205.6939,205.6953,0.001365,0.35 LSB,PASS
42311,205.6964,205.6953,0.001066,0.27 LSB,PASS
42312,205.6988,205.6992,0.00041,0.10 LSB,PASS
42313,205.7012,205.7031,0.001885,0.48 LSB,PASS
42314,205.7037,205.7031,0.000545,0.14 LSB,PASS
42315,205.7061,205.707,0.00093,0.24 LSB,PASS
42316,205.7085,205.707,0.0015,0.38 LSB,PASS
42317,205.711,205.7109,0.000025,0.01 LSB,PASS
42318,205.7134,205.7148,0.001451,0.37 LSB,PASS
42319,205.7158,205.7148,0.00098,0.25 LSB,PASS
42320,205.7183,205.7188,0.000496,0.13 LSB,PASS
42321,205.7207,205.7227,0.001972,0.50 LSB,PASS
42322,205.7231,205.7227,0.000459,0.12 LSB,PASS
42323,205.7255,205.7266,0.001017,0.26 LSB,PASS
42324,205.728,205.7266,0.001413,0.36 LSB,PASS
42325,205.7304,205.7305,0.000063,0.02 LSB,PASS
42326,205.7328,205.7344,0.001539,0.39 LSB,PASS
42327,205.7353,205.7344,0.000892,0.23 LSB,PASS
42328,205.7377,205.7383,0.000584,0.15 LSB,PASS
42329,205.7401,205.7422,0.00206,0.53 LSB,PASS
42330,205.7426,205.7422,0.00037,0.09 LSB,PASS
42331,205.745,205.7461,0.001106,0.28 LSB,PASS
42332,205.7474,205.7461,0.001324,0.34 LSB,PASS
42333,205.7498,205.75,0.000152,0.04 LSB,PASS
42334,205.7523,205.7539,0.001628,0.42 LSB,PASS
42335,205.7547,205.7539,0.000802,0.21 LSB,PASS
42336,205.7571,205.7578,0.000674,0.17 LSB,PASS
42337,205.7596,205.7617,0.00215,0.55 LSB,PASS
42338,205.762,205.7617,0.00028,0.07 LSB,PASS
42339,205.7644,205.7656,0.001197,0.31 LSB,PASS
42340,205.7669,205.7656,0.001233,0.32 LSB,PASS
42341,205.7693,205.7695,0.000243,0.06 LSB,PASS
42342,205.7717,205.7734,0.001719,0.44 LSB,PASS
42343,205.7741,205.7734,0.000711,0.18 LSB,PASS
42344,205.7766,205.7773,0.000766,0.20 LSB,PASS
42345,205.779,205.7773,0.001664,0.43 LSB,PASS
42346,205.7814,205.7812,0.000187,0.05 LSB,PASS
42347,205.7839,205.7852,0.001289,0.33 LSB,PASS
42348,205.7863,205.7852,0.001141,0.29 LSB,PASS
42349,205.7887,205.7891,0.000336,0.09 LSB,PASS
42350,205.7912,205.793,0.001812,0.46 LSB,PASS
42351,205.7936,205.793,0.000617,0.16 LSB,PASS
42352,205.796,205.7969,0.000859,0.22 LSB,PASS
42353,205.7984,205.7969,0.00157,0.40 LSB,PASS
42354,205.8009,205.8008,0.000093,0.02 LSB,PASS
42355,205.8033,205.8047,0.001383,0.35 LSB,PASS
42356,205.8057,205.8047,0.001046,0.27 LSB,PASS
42357,205.8082,205.8086,0.000431,0.11 LSB,PASS
42358,205.8106,205.8125,0.001907,0.49 LSB,PASS
42359,205.813,205.8125,0.000522,0.13 LSB,PASS
42360,205.8155,205.8164,0.000955,0.24 LSB,PASS
42361,205.8179,205.8164,0.001474,0.38 LSB,PASS
42362,205.8203,205.8203,0.000003,0.00 LSB,PASS
42363,205.8227,205.8242,0.001479,0.38 LSB,PASS
42364,205.8252,205.8242,0.00095,0.24 LSB,PASS
42365,205.8276,205.8281,0.000527,0.13 LSB,PASS
42366,205.83,205.832,0.002004,0.51 LSB,PASS
42367,205.8325,205.832,0.000425,0.11 LSB,PASS
42368,205.8349,205.8359,0.001052,0.27 LSB,PASS
42369,205.8373,205.8359,0.001377,0.35 LSB,PASS
42370,205.8397,205.8398,0.0001,0.03 LSB,PASS
42371,205.8422,205.8438,0.001577,0.40 LSB,PASS
42372,205.8446,205.8438,0.000852,0.22 LSB,PASS
42373,205.847,205.8477,0.000626,0.16 LSB,PASS
42374,205.8495,205.8516,0.002103,0.54 LSB,PASS
42375,205.8519,205.8516,0.000326,0.08 LSB,PASS
42376,205.8543,205.8555,0.001151,0.29 LSB,PASS
42377,205.8567,205.8555,0.001278,0.33 LSB,PASS
42378,205.8592,205.8594,0.0002,0.05 LSB,PASS
42379,205.8616,205.8633,0.001677,0.43 LSB,PASS
42380,205.864,205.8633,0.000752,0.19 LSB,PASS
42381,205.8665,205.8672,0.000726,0.19 LSB,PASS
42382,205.8689,205.8672,0.001703,0.44 LSB,PASS
42383,205.8713,205.8711,0.000225,0.06 LSB,PASS
42384,205.8737,205.875,0.001252,0.32 LSB,PASS
42385,205.8762,205.875,0.001176,0.30 LSB,PASS
42386,205.8786,205.8789,0.000301,0.08 LSB,PASS
42387,205.881,205.8828,0.001779,0.46 LSB,PASS
42388,205.8835,205.8828,0.00065,0.17 LSB,PASS
42389,205.8859,205.8867,0.000828,0.21 LSB,PASS
42390,205.8883,205.8867,0.0016,0.41 LSB,PASS
42391,205.8907,205.8906,0.000123,0.03 LSB,PASS
42392,205.8932,205.8945,0.001355,0.35 LSB,PASS
42393,205.8956,205.8945,0.001073,0.27 LSB,PASS
42394,205.898,205.8984,0.000404,0.10 LSB,PASS
42395,205.9005,205.9023,0.001882,0.48 LSB,PASS
42396,205.9029,205.9023,0.000546,0.14 LSB,PASS
42397,205.9053,205.9062,0.000932,0.24 LSB,PASS
42398,205.9077,205.9062,0.001496,0.38 LSB,PASS
42399,205.9102,205.9102,0.000018,0.00 LSB,PASS
42400,205.9126,205.9141,0.00146,0.37 LSB,PASS
42401,205.915,205.9141,0.000969,0.25 LSB,PASS
42402,205.9175,205.918,0.00051,0.13 LSB,PASS
42403,205.9199,205.9219,0.001988,0.51 LSB,PASS
42404,205.9223,205.9219,0.00044,0.11 LSB,PASS
42405,205.9247,205.9258,0.001038,0.27 LSB,PASS
42406,205.9272,205.9258,0.00139,0.36 LSB,PASS
42407,205.9296,205.9297,0.000088,0.02 LSB,PASS
42408,205.932,205.9336,0.001566,0.40 LSB,PASS
42409,205.9345,205.9336,0.000862,0.22 LSB,PASS
42410,205.9369,205.9375,0.000616,0.16 LSB,PASS
42411,205.9393,205.9414,0.002095,0.54 LSB,PASS
42412,205.9417,205.9414,0.000333,0.09 LSB,PASS
42413,205.9442,205.9453,0.001145,0.29 LSB,PASS
42414,205.9466,205.9453,0.001283,0.33 LSB,PASS
42415,205.949,205.9492,0.000196,0.05 LSB,PASS
42416,205.9515,205.9531,0.001674,0.43 LSB,PASS
42417,205.9539,205.9531,0.000753,0.19 LSB,PASS
42418,205.9563,205.957,0.000725,0.19 LSB,PASS
42419,205.9587,205.957,0.001702,0.44 LSB,PASS
42420,205.9612,205.9609,0.000224,0.06 LSB,PASS
42421,205.9636,205.9648,0.001255,0.32 LSB,PASS
42422,205.966,205.9648,0.001173,0.30 LSB,PASS
42423,205.9684,205.9688,0.000306,0.08 LSB,PASS
42424,205.9709,205.9727,0.001785,0.46 LSB,PASS
42425,205.9733,205.9727,0.000643,0.16 LSB,PASS
42426,205.9757,205.9766,0.000836,0.21 LSB,PASS
42427,205.9782,205.9766,0.001592,0.41 LSB,PASS
42428,205.9806,205.9805,0.000113,0.03 LSB,PASS
42429,205.983,205.9844,0.001366,0.35 LSB,PASS
42430,205.9854,205.9844,0.001061,0.27 LSB,PASS
42431,205.9879,205.9883,0.000418,0.11 LSB,PASS
42432,205.9903,205.9922,0.001896,0.49 LSB,PASS
42433,205.9927,205.9922,0.000531,0.14 LSB,PASS
42434,205.9951,205.9961,0.000948,0.24 LSB,PASS
42435,205.9976,205.9961,0.001479,0.38 LSB,PASS
42436,206,206,0,0.00 LSB,PASS
42437,206.0024,206.0039,0.001479,0.38 LSB,PASS
42438,206.0049,206.0039,0.000948,0.24 LSB,PASS
42439,206.0073,206.0078,0.000531,0.14 LSB,PASS
42440,206.0097,206.0117,0.00201,0.51 LSB,PASS
42441,206.0121,206.0117,0.000417,0.11 LSB,PASS
42442,206.0146,206.0156,0.001062,0.27 LSB,PASS
42443,206.017,206.0156,0.001365,0.35 LSB,PASS
42444,206.0194,206.0195,0.000115,0.03 LSB,PASS
42445,206.0218,206.0234,0.001594,0.41 LSB,PASS
42446,206.0243,206.0234,0.000833,0.21 LSB,PASS
42447,206.0267,206.0273,0.000646,0.17 LSB,PASS
42448,206.0291,206.0312,0.002126,0.54 LSB,PASS
42449,206.0316,206.0312,0.000301,0.08 LSB,PASS
42450,206.034,206.0352,0.001178,0.30 LSB,PASS
42451,206.0364,206.0352,0.001248,0.32 LSB,PASS
42452,206.0388,206.0391,0.000231,0.06 LSB,PASS
42453,206.0413,206.043,0.001711,0.44 LSB,PASS
42454,206.0437,206.043,0.000716,0.18 LSB,PASS
42455,206.0461,206.0469,0.000764,0.20 LSB,PASS
42456,206.0485,206.0469,0.001663,0.43 LSB,PASS
42457,206.051,206.0508,0.000183,0.05 LSB,PASS
42458,206.0534,206.0547,0.001296,0.33 LSB,PASS
42459,206.0558,206.0547,0.00113,0.29 LSB,PASS
42460,206.0582,206.0586,0.00035,0.09 LSB,PASS
42461,206.0607,206.0625,0.001829,0.47 LSB,PASS
42462,206.0631,206.0625,0.000597,0.15 LSB,PASS
42463,206.0655,206.0664,0.000883,0.23 LSB,PASS
42464,206.0679,206.0664,0.001544,0.40 LSB,PASS
42465,206.0704,206.0703,0.000064,0.02 LSB,PASS
42466,206.0728,206.0742,0.001416,0.36 LSB,PASS
42467,206.0752,206.0742,0.00101,0.26 LSB,PASS
42468,206.0777,206.0781,0.00047,0.12 LSB,PASS
42469,206.0801,206.082,0.00195,0.50 LSB,PASS
42470,206.0825,206.082,0.000476,0.12 LSB,PASS
42471,206.0849,206.0859,0.001004,0.26 LSB,PASS
42472,206.0874,206.0859,0.001423,0.36 LSB,PASS
42473,206.0898,206.0898,0.000057,0.01 LSB,PASS
42474,206.0922,206.0938,0.001538,0.39 LSB,PASS
42475,206.0946,206.0938,0.000888,0.23 LSB,PASS
42476,206.0971,206.0977,0.000592,0.15 LSB,PASS
42477,206.0995,206.1016,0.002072,0.53 LSB,PASS
42478,206.1019,206.1016,0.000354,0.09 LSB,PASS
42479,206.1043,206.1055,0.001126,0.29 LSB,PASS
42480,206.1068,206.1055,0.0013,0.33 LSB,PASS
42481,206.1092,206.1094,0.000181,0.05 LSB,PASS
42482,206.1116,206.1133,0.001661,0.43 LSB,PASS
42483,206.114,206.1133,0.000765,0.20 LSB,PASS
42484,206.1165,206.1172,0.000716,0.18 LSB,PASS
42485,206.1189,206.1172,0.00171,0.44 LSB,PASS
42486,206.1213,206.1211,0.00023,0.06 LSB,PASS
42487,206.1237,206.125,0.001251,0.32 LSB,PASS
42488,206.1262,206.125,0.001175,0.30 LSB,PASS
42489,206.1286,206.1289,0.000306,0.08 LSB,PASS
42490,206.131,206.1328,0.001786,0.46 LSB,PASS
42491,206.1335,206.1328,0.000639,0.16 LSB,PASS
42492,206.1359,206.1367,0.000841,0.22 LSB,PASS
42493,206.1383,206.1367,0.001584,0.41 LSB,PASS
42494,206.1407,206.1406,0.000104,0.03 LSB,PASS
42495,206.1432,206.1445,0.001377,0.35 LSB,PASS
42496,206.1456,206.1445,0.001048,0.27 LSB,PASS
42497,206.148,206.1484,0.000432,0.11 LSB,PASS
42498,206.1504,206.1523,0.001913,0.49 LSB,PASS
42499,206.1529,206.1523,0.000512,0.13 LSB,PASS
42500,206.1553,206.1562,0.000969,0.25 LSB,PASS
42501,206.1577,206.1562,0.001457,0.37 LSB,PASS
42502,206.1601,206.1602,0.000024,0.01 LSB,PASS
42503,206.1626,206.1641,0.001505,0.39 LSB,PASS
42504,206.165,206.1641,0.00092,0.24 LSB,PASS
42505,206.1674,206.168,0.000561,0.14 LSB,PASS
42506,206.1698,206.1719,0.002042,0.52 LSB,PASS
42507,206.1723,206.1719,0.000383,0.10 LSB,PASS
42508,206.1747,206.1758,0.001098,0.28 LSB,PASS
42509,206.1771,206.1758,0.001327,0.34 LSB,PASS
42510,206.1795,206.1797,0.000154,0.04 LSB,PASS
42511,206.182,206.1836,0.001635,0.42 LSB,PASS
42512,206.1844,206.1836,0.00079,0.20 LSB,PASS
42513,206.1868,206.1875,0.000691,0.18 LSB,PASS
42514,206.1892,206.1914,0.002173,0.56 LSB,PASS
42515,206.1917,206.1914,0.000252,0.06 LSB,PASS
42516,206.1941,206.1953,0.001229,0.31 LSB,PASS
42517,206.1965,206.1953,0.001196,0.31 LSB,PASS
42518,206.1989,206.1992,0.000286,0.07 LSB,PASS
42519,206.2014,206.2031,0.001767,0.45 LSB,PASS
42520,206.2038,206.2031,0.000658,0.17 LSB,PASS
42521,206.2062,206.207,0.000824,0.21 LSB,PASS
42522,206.2086,206.207,0.001601,0.41 LSB,PASS
42523,206.2111,206.2109,0.000119,0.03 LSB,PASS
42524,206.2135,206.2148,0.001362,0.35 LSB,PASS
42525,206.2159,206.2148,0.001063,0.27 LSB,PASS
42526,206.2183,206.2188,0.000419,0.11 LSB,PASS
42527,206.2208,206.2227,0.001901,0.49 LSB,PASS
42528,206.2232,206.2227,0.000524,0.13 LSB,PASS
42529,206.2256,206.2266,0.000958,0.25 LSB,PASS
42530,206.228,206.2266,0.001467,0.38 LSB,PASS
42531,206.2305,206.2305,0.000015,0.00 LSB,PASS
42532,206.2329,206.2344,0.001497,0.38 LSB,PASS
42533,206.2353,206.2344,0.000928,0.24 LSB,PASS
42534,206.2377,206.2383,0.000554,0.14 LSB,PASS
42535,206.2402,206.2422,0.002036,0.52 LSB,PASS
42536,206.2426,206.2422,0.000388,0.10 LSB,PASS
42537,206.245,206.2461,0.001094,0.28 LSB,PASS
42538,206.2474,206.2461,0.00133,0.34 LSB,PASS
42539,206.2498,206.25,0.000152,0.04 LSB,PASS
42540,206.2523,206.2539,0.001634,0.42 LSB,PASS
42541,206.2547,206.2539,0.000791,0.20 LSB,PASS
42542,206.2571,206.2578,0.000691,0.18 LSB,PASS
42543,206.2595,206.2617,0.002174,0.56 LSB,PASS
42544,206.262,206.2617,0.000251,0.06 LSB,PASS
42545,206.2644,206.2656,0.001232,0.32 LSB,PASS
42546,206.2668,206.2656,0.001192,0.31 LSB,PASS
42547,206.2692,206.2695,0.00029,0.07 LSB,PASS
42548,206.2717,206.2734,0.001772,0.45 LSB,PASS
42549,206.2741,206.2734,0.000652,0.17 LSB,PASS
42550,206.2765,206.2773,0.00083,0.21 LSB,PASS
42551,206.2789,206.2773,0.001594,0.41 LSB,PASS
42552,206.2814,206.2812,0.000111,0.03 LSB,PASS
42553,206.2838,206.2852,0.001371,0.35 LSB,PASS
42554,206.2862,206.2852,0.001053,0.27 LSB,PASS
42555,206.2886,206.2891,0.00043,0.11 LSB,PASS
42556,206.2911,206.293,0.001912,0.49 LSB,PASS
42557,206.2935,206.293,0.000512,0.13 LSB,PASS
42558,206.2959,206.2969,0.000971,0.25 LSB,PASS
42559,206.2983,206.2969,0.001453,0.37 LSB,PASS
42560,206.3008,206.3008,0.00003,0.01 LSB,PASS
42561,206.3032,206.3047,0.001513,0.39 LSB,PASS
42562,206.3056,206.3047,0.000911,0.23 LSB,PASS
42563,206.308,206.3086,0.000572,0.15 LSB,PASS
42564,206.3104,206.3125,0.002054,0.53 LSB,PASS
42565,206.3129,206.3125,0.000369,0.09 LSB,PASS
42566,206.3153,206.3164,0.001114,0.29 LSB,PASS
42567,206.3177,206.3164,0.00131,0.34 LSB,PASS
42568,206.3201,206.3203,0.000173,0.04 LSB,PASS
42569,206.3226,206.3242,0.001656,0.42 LSB,PASS
42570,206.325,206.3242,0.000768,0.20 LSB,PASS
42571,206.3274,206.3281,0.000715,0.18 LSB,PASS
42572,206.3298,206.3281,0.001708,0.44 LSB,PASS
42573,206.3323,206.332,0.000225,0.06 LSB,PASS
42574,206.3347,206.3359,0.001258,0.32 LSB,PASS
42575,206.3371,206.3359,0.001165,0.30 LSB,PASS
42576,206.3395,206.3398,0.000318,0.08 LSB,PASS
42577,206.3419,206.3438,0.001801,0.46 LSB,PASS
42578,206.3444,206.3438,0.000622,0.16 LSB,PASS
42579,206.3468,206.3477,0.000861,0.22 LSB,PASS
42580,206.3492,206.3477,0.001562,0.40 LSB,PASS
42581,206.3516,206.3516,0.000079,0.02 LSB,PASS
42582,206.3541,206.3555,0.001404,0.36 LSB,PASS
42583,206.3565,206.3555,0.001019,0.26 LSB,PASS
42584,206.3589,206.3594,0.000464,0.12 LSB,PASS
42585,206.3613,206.3633,0.001948,0.50 LSB,PASS
42586,206.3638,206.3633,0.000475,0.12 LSB,PASS
42587,206.3662,206.3672,0.001008,0.26 LSB,PASS
42588,206.3686,206.3672,0.001415,0.36 LSB,PASS
42589,206.371,206.3711,0.000069,0.02 LSB,PASS
42590,206.3734,206.375,0.001552,0.40 LSB,PASS
42591,206.3759,206.375,0.000871,0.22 LSB,PASS
42592,206.3783,206.3789,0.000613,0.16 LSB,PASS
42593,206.3807,206.3828,0.002096,0.54 LSB,PASS
42594,206.3831,206.3828,0.000326,0.08 LSB,PASS
42595,206.3856,206.3867,0.001157,0.30 LSB,PASS
42596,206.388,206.3867,0.001265,0.32 LSB,PASS
42597,206.3904,206.3906,0.000218,0.06 LSB,PASS
42598,206.3928,206.3945,0.001702,0.44 LSB,PASS
42599,206.3953,206.3945,0.000721,0.18 LSB,PASS
42600,206.3977,206.3984,0.000763,0.20 LSB,PASS
42601,206.4001,206.3984,0.001659,0.42 LSB,PASS
42602,206.4025,206.4023,0.000176,0.04 LSB,PASS
42603,206.4049,206.4062,0.001308,0.33 LSB,PASS
42604,206.4074,206.4062,0.001114,0.29 LSB,PASS
42605,206.4098,206.4102,0.00037,0.09 LSB,PASS
42606,206.4122,206.4141,0.001854,0.47 LSB,PASS
42607,206.4146,206.4141,0.000569,0.15 LSB,PASS
42608,206.4171,206.418,0.000915,0.23 LSB,PASS
42609,206.4195,206.418,0.001507,0.39 LSB,PASS
42610,206.4219,206.4219,0.000023,0.01 LSB,PASS
42611,206.4243,206.4258,0.001461,0.37 LSB,PASS
42612,206.4267,206.4258,0.000961,0.25 LSB,PASS
42613,206.4292,206.4297,0.000523,0.13 LSB,PASS
42614,206.4316,206.4336,0.002007,0.51 LSB,PASS
42615,206.434,206.4336,0.000415,0.11 LSB,PASS
42616,206.4364,206.4375,0.001069,0.27 LSB,PASS
42617,206.4389,206.4375,0.001353,0.35 LSB,PASS
42618,206.4413,206.4414,0.000131,0.03 LSB,PASS
42619,206.4437,206.4453,0.001616,0.41 LSB,PASS
42620,206.4461,206.4453,0.000806,0.21 LSB,PASS
42621,206.4485,206.4492,0.000678,0.17 LSB,PASS
42622,206.451,206.4531,0.002162,0.55 LSB,PASS
42623,206.4534,206.4531,0.00026,0.07 LSB,PASS
42624,206.4558,206.457,0.001225,0.31 LSB,PASS
42625,206.4582,206.457,0.001197,0.31 LSB,PASS
42626,206.4607,206.4609,0.000287,0.07 LSB,PASS
42627,206.4631,206.4648,0.001772,0.45 LSB,PASS
42628,206.4655,206.4648,0.00065,0.17 LSB,PASS
42629,206.4679,206.4688,0.000835,0.21 LSB,PASS
42630,206.4703,206.4688,0.001587,0.41 LSB,PASS
42631,206.4728,206.4727,0.000102,0.03 LSB,PASS
42632,206.4752,206.4766,0.001382,0.35 LSB,PASS
42633,206.4776,206.4766,0.001039,0.27 LSB,PASS
42634,206.48,206.4805,0.000446,0.11 LSB,PASS
42635,206.4824,206.4844,0.00193,0.49 LSB,PASS
42636,206.4849,206.4844,0.000491,0.13 LSB,PASS
42637,206.4873,206.4883,0.000994,0.25 LSB,PASS
42638,206.4897,206.4883,0.001428,0.37 LSB,PASS
42639,206.4921,206.4922,0.000057,0.01 LSB,PASS
42640,206.4946,206.4961,0.001542,0.39 LSB,PASS
42641,206.497,206.4961,0.00088,0.23 LSB,PASS
42642,206.4994,206.5,0.000605,0.15 LSB,PASS
42643,206.5018,206.5039,0.00209,0.54 LSB,PASS
42644,206.5042,206.5039,0.000331,0.08 LSB,PASS
42645,206.5067,206.5078,0.001154,0.30 LSB,PASS
42646,206.5091,206.5078,0.001267,0.32 LSB,PASS
42647,206.5115,206.5117,0.000218,0.06 LSB,PASS
42648,206.5139,206.5156,0.001703,0.44 LSB,PASS
42649,206.5163,206.5156,0.000718,0.18 LSB,PASS
42650,206.5188,206.5195,0.000767,0.20 LSB,PASS
42651,206.5212,206.5195,0.001654,0.42 LSB,PASS
42652,206.5236,206.5234,0.000169,0.04 LSB,PASS
42653,206.526,206.5273,0.001316,0.34 LSB,PASS
42654,206.5284,206.5273,0.001105,0.28 LSB,PASS
42655,206.5309,206.5312,0.000381,0.10 LSB,PASS
42656,206.5333,206.5352,0.001866,0.48 LSB,PASS
42657,206.5357,206.5352,0.000555,0.14 LSB,PASS
42658,206.5381,206.5391,0.00093,0.24 LSB,PASS
42659,206.5406,206.5391,0.00149,0.38 LSB,PASS
42660,206.543,206.543,0.000005,0.00 LSB,PASS
42661,206.5454,206.5469,0.00148,0.38 LSB,PASS
42662,206.5478,206.5469,0.00094,0.24 LSB,PASS
42663,206.5502,206.5508,0.000545,0.14 LSB,PASS
42664,206.5527,206.5547,0.002031,0.52 LSB,PASS
42665,206.5551,206.5547,0.00039,0.10 LSB,PASS
42666,206.5575,206.5586,0.001096,0.28 LSB,PASS
42667,206.5599,206.5586,0.001325,0.34 LSB,PASS
42668,206.5623,206.5625,0.000161,0.04 LSB,PASS
42669,206.5648,206.5664,0.001646,0.42 LSB,PASS
42670,206.5672,206.5664,0.000774,0.20 LSB,PASS
42671,206.5696,206.5703,0.000712,0.18 LSB,PASS
42672,206.572,206.5703,0.001709,0.44 LSB,PASS
42673,206.5744,206.5742,0.000223,0.06 LSB,PASS
42674,206.5769,206.5781,0.001263,0.32 LSB,PASS
42675,206.5793,206.5781,0.001158,0.30 LSB,PASS
42676,206.5817,206.582,0.000328,0.08 LSB,PASS
42677,206.5841,206.5859,0.001814,0.46 LSB,PASS
42678,206.5865,206.5859,0.000606,0.16 LSB,PASS
42679,206.589,206.5898,0.00088,0.23 LSB,PASS
42680,206.5914,206.5898,0.00154,0.39 LSB,PASS
42681,206.5938,206.5938,0.000054,0.01 LSB,PASS
42682,206.5962,206.5977,0.001432,0.37 LSB,PASS
42683,206.5986,206.5977,0.000988,0.25 LSB,PASS
42684,206.6011,206.6016,0.000498,0.13 LSB,PASS
42685,206.6035,206.6055,0.001984,0.51 LSB,PASS
42686,206.6059,206.6055,0.000436,0.11 LSB,PASS
42687,206.6083,206.6094,0.00105,0.27 LSB,PASS
42688,206.6107,206.6094,0.00137,0.35 LSB,PASS
42689,206.6132,206.6133,0.000116,0.03 LSB,PASS
42690,206.6156,206.6172,0.001602,0.41 LSB,PASS
42691,206.618,206.6172,0.000818,0.21 LSB,PASS
42692,206.6204,206.6211,0.000669,0.17 LSB,PASS
42693,206.6228,206.625,0.002155,0.55 LSB,PASS
42694,206.6253,206.625,0.000265,0.07 LSB,PASS
42695,206.6277,206.6289,0.001222,0.31 LSB,PASS
42696,206.6301,206.6289,0.001198,0.31 LSB,PASS
42697,206.6325,206.6328,0.000288,0.07 LSB,PASS
42698,206.6349,206.6367,0.001775,0.45 LSB,PASS
42699,206.6374,206.6367,0.000645,0.17 LSB,PASS
42700,206.6398,206.6406,0.000842,0.22 LSB,PASS
42701,206.6422,206.6406,0.001578,0.40 LSB,PASS
42702,206.6446,206.6445,0.000091,0.02 LSB,PASS
42703,206.647,206.6484,0.001395,0.36 LSB,PASS
42704,206.6495,206.6484,0.001024,0.26 LSB,PASS
42705,206.6519,206.6523,0.000463,0.12 LSB,PASS
42706,206.6543,206.6562,0.001949,0.50 LSB,PASS
42707,206.6567,206.6562,0.00047,0.12 LSB,PASS
42708,206.6591,206.6602,0.001017,0.26 LSB,PASS
42709,206.6616,206.6602,0.001403,0.36 LSB,PASS
42710,206.664,206.6641,0.000084,0.02 LSB,PASS
42711,206.6664,206.668,0.001571,0.40 LSB,PASS
42712,206.6688,206.668,0.000848,0.22 LSB,PASS
42713,206.6712,206.6719,0.000638,0.16 LSB,PASS
42714,206.6737,206.6758,0.002125,0.54 LSB,PASS
42715,206.6761,206.6758,0.000294,0.08 LSB,PASS
42716,206.6785,206.6797,0.001193,0.31 LSB,PASS
42717,206.6809,206.6797,0.001226,0.31 LSB,PASS
42718,206.6833,206.6836,0.000261,0.07 LSB,PASS
42719,206.6858,206.6875,0.001748,0.45 LSB,PASS
42720,206.6882,206.6875,0.000671,0.17 LSB,PASS
42721,206.6906,206.6914,0.000816,0.21 LSB,PASS
42722,206.693,206.6914,0.001603,0.41 LSB,PASS
42723,206.6954,206.6953,0.000116,0.03 LSB,PASS
42724,206.6978,206.6992,0.001372,0.35 LSB,PASS
42725,206.7003,206.6992,0.001047,0.27 LSB,PASS
42726,206.7027,206.7031,0.00044,0.11 LSB,PASS
42727,206.7051,206.707,0.001927,0.49 LSB,PASS
42728,206.7075,206.707,0.000492,0.13 LSB,PASS
42729,206.7099,206.7109,0.000996,0.25 LSB,PASS
42730,206.7124,206.7109,0.001423,0.36 LSB,PASS
42731,206.7148,206.7148,0.000064,0.02 LSB,PASS
42732,206.7172,206.7188,0.001552,0.40 LSB,PASS
42733,206.7196,206.7188,0.000867,0.22 LSB,PASS
42734,206.722,206.7227,0.000621,0.16 LSB,PASS
42735,206.7245,206.7266,0.002108,0.54 LSB,PASS
42736,206.7269,206.7266,0.00031,0.08 LSB,PASS
42737,206.7293,206.7305,0.001177,0.30 LSB,PASS
42738,206.7317,206.7305,0.001241,0.32 LSB,PASS
42739,206.7341,206.7344,0.000246,0.06 LSB,PASS
42740,206.7365,206.7383,0.001734,0.44 LSB,PASS
42741,206.739,206.7383,0.000685,0.18 LSB,PASS
42742,206.7414,206.7422,0.000803,0.21 LSB,PASS
42743,206.7438,206.7422,0.001615,0.41 LSB,PASS
42744,206.7462,206.7461,0.000127,0.03 LSB,PASS
42745,206.7486,206.75,0.00136,0.35 LSB,PASS
42746,206.7511,206.75,0.001058,0.27 LSB,PASS
42747,206.7535,206.7539,0.00043,0.11 LSB,PASS
42748,206.7559,206.7578,0.001918,0.49 LSB,PASS
42749,206.7583,206.7578,0.000501,0.13 LSB,PASS
42750,206.7607,206.7617,0.000987,0.25 LSB,PASS
42751,206.7631,206.7617,0.001431,0.37 LSB,PASS
42752,206.7656,206.7656,0.000057,0.01 LSB,PASS
42753,206.768,206.7695,0.001545,0.40 LSB,PASS
42754,206.7704,206.7695,0.000873,0.22 LSB,PASS
42755,206.7728,206.7734,0.000615,0.16 LSB,PASS
42756,206.7752,206.7773,0.002103,0.54 LSB,PASS
42757,206.7777,206.7773,0.000315,0.08 LSB,PASS
42758,206.7801,206.7812,0.001174,0.30 LSB,PASS
42759,206.7825,206.7812,0.001244,0.32 LSB,PASS
42760,206.7849,206.7852,0.000244,0.06 LSB,PASS
